Date/Time,LV ActivePower (kW),Wind Speed (m/s),Wind Direction (°),Theoretical_Power_Curve (KWh),
18 06 2018 12:40,145.8280029,4.328674793,336.4602966,186.5897045,
18 06 2018 12:50,82.15602875,3.632823944,335.1925049,68.28765775,
18 06 2018 13:00,26.53430939,3.362449884,356.3803101,38.1079898,
18 06 2018 13:10,4.120196819,3.030550957,2.306179047,17.05229949,
18 06 2018 13:20,87.22853088,3.849831104,14.08216953,100.9716278,
18 06 2018 13:30,223.7185059,4.767099857,18.63207054,280.7776449,
18 06 2018 13:40,131.5868988,4.191627026,16.12430954,159.4240146,
18 06 2018 13:50,113.7654037,4.048070908,14.82021999,131.9765635,
18 06 2018 14:00,267.6184082,4.87093401,14.60962963,304.9139224,
18 06 2018 14:10,390.1319885,5.438775063,11.95271969,451.558668,
18 06 2018 14:20,436.1075134,5.784009933,14.0942297,554.533131,
18 06 2018 14:30,341.6802063,5.35343504,7.638506889,427.8092529,
18 06 2018 14:40,409.6488037,5.555679798,4.676546097,485.1607205,
18 06 2018 14:50,366.541687,5.380673885,12.44775009,435.3195553,
18 06 2018 15:00,424.4385071,5.629090786,11.55125999,506.91322,
18 06 2018 15:10,355.8580933,5.334299088,11.13516998,422.5718626,
18 06 2018 15:20,290.6126099,5.091316223,6.764027119,358.7539011,
18 06 2018 15:30,288.9653931,5.073215008,1.209404945,354.1918908,
18 06 2018 15:40,295.3814087,5.104255199,2.603104115,362.0307213,
18 06 2018 15:50,216.0702972,4.759444237,353.2442017,279.0277855,
18 06 2018 16:00,208.7404022,4.73226881,355.3692017,272.8484754,
18 06 2018 16:10,100.1866989,4.037557125,2.354074001,130.0043956,
18 06 2018 16:20,99.13291931,4.083943844,6.098052979,138.7436971,
18 06 2018 16:30,187.9734039,4.695930004,1.932865024,264.6632483,
18 06 2018 16:40,189.1820984,4.687991142,3.443499088,262.88674,
18 06 2018 16:50,380.0664063,5.529729843,6.929321766,477.5930175,
18 06 2018 17:00,362.663208,5.462314129,8.251205444,458.2239349,
18 06 2018 17:10,513.8428955,6.046675205,8.408026695,639.8471468,
18 06 2018 17:20,560.6829834,6.183537006,2.661737919,687.6754523,
18 06 2018 17:30,642.3096924,6.435066223,356.825592,780.8244248,
18 06 2018 17:40,590.1016846,6.279481888,358.9555969,722.4005457,
18 06 2018 17:50,498.9462891,5.888381004,358.0990906,587.9758811,
18 06 2018 18:00,348.7159119,5.528748035,1.767323971,477.3079285,
18 06 2018 18:10,321.8526001,5.411971092,1.135442019,444.0296469,
18 06 2018 18:20,593.2241211,6.321817875,3.237751961,738.0381171,
18 06 2018 18:30,468.7987061,5.859800816,11.13177967,578.7066009,
18 06 2018 18:40,563.4224243,6.137764931,13.37234974,671.4569134,
18 06 2018 18:50,357.2948914,5.236122131,18.79277992,396.1958672,
18 06 2018 19:00,659.5391235,6.393877983,18.51556969,765.1013384,
18 06 2018 19:10,768.0233154,6.711954117,15.83903027,891.4283989,
18 06 2018 19:20,911.1577148,7.157769203,10.8810997,1088.621354,
18 06 2018 19:30,872.1143188,6.972017765,13.69398975,1003.44179,
18 06 2018 19:40,707.3712769,6.531736851,20.61167908,818.4611546,
18 06 2018 19:50,756.1317749,6.732309818,21.56543922,899.9045265,
18 06 2018 20:00,630.7689819,6.308756828,22.35444069,733.1931333,
18 06 2018 20:10,515.7285156,5.875001907,18.10700035,583.6261266,
18 06 2018 20:20,529.5900879,6.070582867,20.53199959,648.0577289,
18 06 2018 20:30,432.1462097,5.69506216,24.33110046,526.9028994,
18 06 2018 20:40,395.8190002,5.603180885,30.15325928,499.1773196,
18 06 2018 20:50,395.5053101,5.666162968,29.92085075,518.0942039,
18 06 2018 21:00,270.1539001,5.050037861,33.32373047,348.3880553,
18 06 2018 21:10,232.4506989,4.83777523,29.37380981,297.1236518,
18 06 2018 21:20,121.3593979,4.131844044,28.66308022,147.8736026,
18 06 2018 21:30,35.36426926,3.614614964,26.03786087,65.8878031,
18 06 2018 21:40,0.3548665941,2.962940931,18.99276924,0,
18 06 2018 21:50,0,3.373425961,11.79568005,39.10538658,
18 06 2018 22:00,0,3.016585112,15.46148968,16.55272885,
18 06 2018 22:10,0,2.937119007,10.71905041,0,
18 06 2018 22:20,0,3.160674095,10.41003036,23.20686423,
18 06 2018 22:30,0,3.222630978,1.911592007,27.08935546,
18 06 2018 22:40,0,3.570276022,3.167395115,60.266012,
18 06 2018 22:50,16.88402939,3.240773916,0.9957395196,28.34253162,
18 06 2018 23:00,56.34360886,3.757173061,351.1149902,86.09442155,
18 06 2018 23:10,92.66162872,3.94182992,354.5078125,117.1020453,
18 06 2018 23:20,180.3361969,4.390676975,18.85368919,199.2112925,
18 06 2018 23:30,160.8694,4.413484097,356.7546997,203.9083066,
18 06 2018 23:40,289.3930054,5.098639965,356.2479858,360.6070253,
18 06 2018 23:50,188.8692932,4.586918831,354.9844055,240.6276305,
19 06 2018 00:00,108.2385025,4.075028896,14.55663013,137.0564132,
19 06 2018 00:10,197.4062958,4.61312294,20.5384407,246.3356329,
19 06 2018 00:20,82.2080307,3.886082888,27.94327927,107.1660831,
19 06 2018 00:30,168.0348053,4.476200104,29.32525063,216.9789878,
19 06 2018 00:40,332.6205139,5.099090099,36.65869904,360.721061,
19 06 2018 00:50,368.6737061,5.684357166,28.08279991,523.6304087,
19 06 2018 01:00,265.5141907,5.107573986,30.55237007,362.873348,
19 06 2018 01:10,308.4342041,5.27716589,21.98000908,407.1228778,
19 06 2018 01:20,534.953125,6.062099934,26.22979927,645.137454,
19 06 2018 01:30,375.7757874,5.434288979,32.97883987,450.294072,
19 06 2018 01:40,439.1752014,5.686779022,13.38047028,524.3697808,
19 06 2018 01:50,478.637207,5.842844963,4.251256943,573.2473984,
19 06 2018 02:00,850.2550049,6.64030695,358.2036133,861.9762006,
19 06 2018 02:10,960.503418,7.078402042,4.021337986,1051.676461,
19 06 2018 02:20,597.755188,6.051423073,10.0291996,641.4728416,
19 06 2018 02:30,787.5689697,6.302877903,13.57301044,731.0183683,
19 06 2018 02:40,429.6000061,5.311833858,25.21096992,416.4637673,
19 06 2018 02:50,348.6122131,5.253359795,24.98085976,400.7677492,
19 06 2018 03:00,425.184906,5.455954075,18.7496109,456.4180942,
19 06 2018 03:10,319.5342102,5.276677132,44.05599976,406.9919198,
19 06 2018 03:20,234.8721924,4.652582169,37.19863129,255.0135833,
19 06 2018 03:30,150.6069031,4.255190849,47.22822952,171.9015935,
19 06 2018 03:40,240.8421021,4.708315849,42.05947113,267.443222,
19 06 2018 03:50,244.7503052,4.913380146,42.49126816,315.0016313,
19 06 2018 04:00,189.6829987,4.615603924,43.67385101,246.8783168,
19 06 2018 04:10,207.6735992,4.733005047,43.13954926,273.015226,
19 06 2018 04:20,349.2284851,5.246338844,26.04011917,398.9026011,
19 06 2018 04:30,364.6907043,5.375609875,36.18835831,433.918373,
19 06 2018 04:40,202.019104,4.57234621,44.53850174,237.4719884,
19 06 2018 04:50,340.1463928,5.138157845,33.22245026,370.6798045,
19 06 2018 05:00,480.2659912,5.612854004,25.70157051,502.0579016,
19 06 2018 05:10,497.3883972,5.913813114,31.8468399,596.2958621,
19 06 2018 05:20,620.5366211,6.247876167,32.42111969,710.8523558,
19 06 2018 05:30,570.6068726,6.041839123,32.43947983,638.1937232,
19 06 2018 05:40,595.9780273,6.101231098,31.18329048,658.6725388,
19 06 2018 05:50,434.8904114,5.391629219,41.25078964,438.3585761,
19 06 2018 06:00,399.2421875,5.515867233,37.85218048,473.5759951,
19 06 2018 06:10,320.3739014,5.196833134,38.65129089,385.8679156,
19 06 2018 06:20,411.9728088,5.522996902,37.37031937,475.6397613,
19 06 2018 06:30,337.160614,5.180219173,33.16807175,381.5389131,
19 06 2018 06:40,495.4371948,5.79601717,35.84975815,558.3237642,
19 06 2018 06:50,446.8157043,5.574808121,36.14537048,490.7794548,
19 06 2018 07:00,492.677887,5.770365238,36.65385818,550.2432475,
19 06 2018 07:10,345.5646057,5.134058952,36.75767899,369.6292269,
19 06 2018 07:20,304.8312988,5.07652092,33.72253036,355.0231511,
19 06 2018 07:30,271.0816956,4.867337227,36.63196182,304.0650999,
19 06 2018 07:40,400.4755859,5.400100231,30.64312935,440.715726,
19 06 2018 07:50,253.3921967,4.825428009,33.75593948,294.2427709,
19 06 2018 08:00,274.4932861,4.933084965,25.18494987,319.7293526,
19 06 2018 08:10,378.490509,5.316792011,26.58972931,417.8081004,
19 06 2018 08:20,386.0087891,5.459746838,39.79161072,457.49455,
19 06 2018 08:30,382.596405,5.509912014,38.37065125,471.855792,
19 06 2018 08:40,410.6290894,5.304782867,30.6071701,414.55563,
19 06 2018 08:50,419.2314148,5.435126781,23.44823074,450.5301054,
19 06 2018 09:00,531.746521,5.983561039,20.21771049,619.4644388,
19 06 2018 09:10,588.6016846,6.036522865,23.99806023,636.3790153,
19 06 2018 09:20,671.7119751,6.311220169,25.35261917,734.1054962,
19 06 2018 09:30,756.1522217,6.586760044,24.07868004,840.3481799,
19 06 2018 09:40,684.5991821,6.457355976,21.30431938,789.4108646,
19 06 2018 09:50,742.1124268,6.536554813,18.95878029,820.3640767,
19 06 2018 10:00,686.0576782,6.378166199,16.89356041,759.1524137,
19 06 2018 10:10,1088.839966,7.47149086,12.79846001,1243.220773,
19 06 2018 10:20,929.7183838,7.09548378,13.74668026,1059.557588,
19 06 2018 10:30,1147.223999,7.437510014,18.77049065,1225.782306,
19 06 2018 10:40,898.4146118,6.883358002,8.945883751,964.3335588,
19 06 2018 10:50,710.1942749,6.464677811,10.24129009,792.2433115,
19 06 2018 11:00,765.1221924,6.564366817,9.665937424,831.3996098,
19 06 2018 11:10,505.2767029,5.718402863,7.202077866,534.0771837,
19 06 2018 11:20,809.1068726,6.555632114,8.971357346,827.9244236,
19 06 2018 11:30,1037.228027,7.275900841,7.185262203,1145.188637,
19 06 2018 11:40,1345.44397,8.067353249,9.588412285,1568.799863,
19 06 2018 11:50,1283.889038,7.789756775,11.48573017,1411.996431,
19 06 2018 12:00,1685.906006,8.768828392,13.08358955,1996.164037,
19 06 2018 12:10,1736.57605,8.900840759,13.97994995,2080.273788,
19 06 2018 12:20,1499.777954,8.323656082,24.36520004,1720.427234,
19 06 2018 12:30,1836.637939,8.919850349,26.25222969,2092.455461,
19 06 2018 12:40,1774.175049,8.799741745,25.22789955,2015.779831,
19 06 2018 12:50,1523.892944,8.259778976,27.43470001,1682.084039,
19 06 2018 13:00,1556.812988,8.426044464,27.14245033,1782.589338,
19 06 2018 13:10,1414.968018,8.054162979,22.30228996,1561.164537,
19 06 2018 13:20,1488.866943,8.312531471,22.55739021,1713.724611,
19 06 2018 13:30,1524.936035,8.469320297,23.25387955,1809.108824,
19 06 2018 13:40,1629.493042,8.454647064,23.48269081,1800.101267,
19 06 2018 13:50,1758.017944,8.777750015,25.72962952,2001.819881,
19 06 2018 14:00,2286.620117,10.02639961,26.45554924,2808.407601,
19 06 2018 14:10,2265.52002,9.933991432,27.17027092,2750.37201,
19 06 2018 14:20,2236.591064,9.808522224,28.09528923,2667.182529,
19 06 2018 14:30,2304.782959,9.94164753,29.54542923,2755.283068,
19 06 2018 14:40,2784.172119,10.92615986,30.47216988,3245.743592,
19 06 2018 14:50,2311.162109,9.738809586,29.78175926,2618.709245,
19 06 2018 15:00,2569.853027,10.47381973,29.82035065,3053.213303,
19 06 2018 15:10,2921.778076,10.73958015,30.61639977,3172.532183,
19 06 2018 15:20,2807.313965,10.82363033,32.75342941,3206.55103,
19 06 2018 15:30,3034.808105,11.22786999,31.8857193,3347.099648,
19 06 2018 15:40,3148.376953,11.31459045,31.93313026,3372.563282,
19 06 2018 15:50,2842.201904,10.54100037,32.49737167,3085.113066,
19 06 2018 16:00,3019.761963,11.00401974,33.34289169,3273.859395,
19 06 2018 16:10,3244.500977,11.85851002,33.73052979,3498.213494,
19 06 2018 16:20,3307.481934,11.91932011,35.93215179,3508.843178,
19 06 2018 16:30,3506.201904,13.07761002,39.86938095,3600,
19 06 2018 16:40,3400.311035,12.04106045,37.45246887,3528.191066,
19 06 2018 16:50,3342.782959,12.36170959,36.82532883,3567.318703,
19 06 2018 17:00,3374.51709,12.62493992,37.89611816,3587.287269,
19 06 2018 17:10,3373.00708,12.25269032,39.58876038,3555.889317,
19 06 2018 17:20,2857.819092,11.20818043,40.85039902,3341.096555,
19 06 2018 17:30,2995.5979,11.24384975,40.25521088,3351.910937,
19 06 2018 17:40,2783.008057,10.71341038,39.41543961,3161.584615,
19 06 2018 17:50,2798.948975,11.06569004,39.91717148,3295.145321,
19 06 2018 18:00,2884.577881,11.08096981,39.98711014,3300.286966,
19 06 2018 18:10,3124.419922,11.93826008,42.05273056,3512.021398,
19 06 2018 18:20,2865.446045,11.36857033,42.6013298,3387.622649,
19 06 2018 18:30,2563.864014,10.21224022,43.84848022,2917.161417,
19 06 2018 18:40,2714.821045,10.85424042,43.85680008,3218.514084,
19 06 2018 18:50,2275.783936,9.548701286,46.87028122,2478.011867,
19 06 2018 19:00,2244.427002,9.552597046,46.56758118,2481.023403,
19 06 2018 19:10,2230.227051,9.633755684,46.91296005,2542.527159,
19 06 2018 19:20,2588.052002,10.34270954,43.74168015,2987.426445,
19 06 2018 19:30,2457.7229,10.30679989,47.68809128,2968.573107,
19 06 2018 19:40,2148.038086,9.390757561,47.1386795,2398.314971,
19 06 2018 19:50,1685.625977,8.625647545,47.9538002,1906.022713,
19 06 2018 20:00,2057.028076,9.518838882,55.59486008,2454.744963,
19 06 2018 20:10,1548.244995,8.248818398,55.5443306,1675.540158,
19 06 2018 20:20,1117.484985,7.133349895,33.52519989,1077.165236,
19 06 2018 20:30,2002.748047,9.269903183,35.67483139,2319.234493,
19 06 2018 20:40,1655.003052,8.336417198,44.5215683,1728.128547,
19 06 2018 20:50,1823.21106,8.863848686,50.80860901,2056.617035,
19 06 2018 21:00,2532.362061,10.39393997,50.31451035,3013.696729,
19 06 2018 21:10,2537.996094,10.28180027,49.56803894,2955.231427,
19 06 2018 21:20,2821.711914,10.80739021,49.186409,3200.112318,
19 06 2018 21:30,2772.190918,10.77171993,50.58382034,3185.744943,
19 06 2018 21:40,2769.148926,10.86666012,51.32672882,3223.303924,
19 06 2018 21:50,2040.755981,9.250353813,52.64451981,2306.470685,
19 06 2018 22:00,2223.245117,9.621102333,54.12604904,2533.092015,
19 06 2018 22:10,2058.850098,9.502504349,56.7527504,2441.880893,
19 06 2018 22:20,1776.303955,8.743868828,54.97591019,1980.364287,
19 06 2018 22:30,1819.760986,8.926989555,58.42411041,2097.034623,
19 06 2018 22:40,1738.635986,8.776593208,57.16999054,2001.086282,
19 06 2018 22:50,1717.902954,8.847614288,56.91635895,2046.255853,
19 06 2018 23:00,1355.838989,8.068670273,58.12131882,1569.563192,
19 06 2018 23:10,1568.598022,8.305529594,58.47225189,1709.511276,
19 06 2018 23:20,1705.968018,8.677242279,60.85860062,1938.363534,
19 06 2018 23:30,1908.868042,9.072932243,57.44631958,2191.109782,
19 06 2018 23:40,1700.599976,8.608259201,59.38896942,1895.161203,
19 06 2018 23:50,1386.287964,7.951961994,51.78017044,1502.608427,
20 06 2018 00:00,1977.114014,9.0599823,52.90840912,2182.728857,
20 06 2018 00:10,1797.876953,8.730814934,58.06145859,1972.114921,
20 06 2018 00:20,1647.479004,8.426991463,60.78602982,1783.168141,
20 06 2018 00:30,1394.469971,7.98679018,58.33932114,1522.441061,
20 06 2018 00:40,1495.155029,8.286512375,60.45040894,1698.088743,
20 06 2018 00:50,1908.438965,9.250486374,56.15134048,2306.557203,
20 06 2018 01:00,2093.143066,9.62625885,57.32820129,2536.943851,
20 06 2018 01:10,2199.949951,9.976752281,57.63343811,2777.562299,
20 06 2018 01:20,1592.474976,8.547736168,55.33689117,1857.5115,
20 06 2018 01:30,1690.953003,8.908341408,54.60977936,2085.078357,
20 06 2018 01:40,1937.671021,9.275283813,55.05125046,2322.749058,
20 06 2018 01:50,1796.672974,9.160391808,50.55183029,2247.859902,
20 06 2018 02:00,1481.464966,8.404278755,54.17076111,1769.305275,
20 06 2018 02:10,1869.740967,9.299625397,48.2641983,2338.656648,
20 06 2018 02:20,1478.491943,8.329177856,54.65737152,1723.757959,
20 06 2018 02:30,1588.901978,8.644396782,58.32889175,1917.755954,
20 06 2018 02:40,1865.988037,9.058563232,53.4493103,2181.810834,
20 06 2018 02:50,1820.550049,9.16759491,51.54999924,2252.54452,
20 06 2018 03:00,1622.761963,8.674568176,58.38663101,1936.683298,
20 06 2018 03:10,1534.958984,8.445169449,60.64221954,1794.291739,
20 06 2018 03:20,1590.688965,8.581132889,59.96221924,1878.256353,
20 06 2018 03:30,1578.600952,8.438049316,58.13130951,1789.931745,
20 06 2018 03:40,1598.79895,8.620871544,54.13335037,1903.037476,
20 06 2018 03:50,1673.363037,8.70895195,49.88592148,1958.320595,
20 06 2018 04:00,1506.430054,8.450796127,53.0740509,1797.73993,
20 06 2018 04:10,1152.72998,7.642796993,49.03947067,1332.561835,
20 06 2018 04:20,886.5170898,7.10320282,51.14250183,1063.131544,
20 06 2018 04:30,563.2938843,6.205434799,48.75643921,695.5138645,
20 06 2018 04:40,573.8322754,6.207029819,44.15842056,696.0868167,
20 06 2018 04:50,581.2111816,6.193680763,47.0908699,691.3000685,
20 06 2018 05:00,435.0404968,5.56716013,47.69010162,488.52881,
20 06 2018 05:10,296.6257019,5.038942814,54.1354599,345.6245013,
20 06 2018 05:20,269.8959045,4.886744022,54.58292007,308.6560512,
20 06 2018 05:30,307.3124084,5.111893177,61.98680115,363.9712838,
20 06 2018 05:40,359.568512,5.215760231,60.84123993,390.8273285,
20 06 2018 05:50,476.9848938,5.874694824,64.45787048,583.5265079,
20 06 2018 06:00,418.5349121,5.560085773,68.26600647,486.4518774,
20 06 2018 06:10,440.6218872,5.50328207,65.17952728,469.9445416,
20 06 2018 06:20,400.9771118,5.647264004,62.8340683,512.3776593,
20 06 2018 06:30,426.4298096,5.587964058,56.56980133,494.6638996,
20 06 2018 06:40,283.4591064,4.709392071,55.32503128,267.6852594,
20 06 2018 06:50,178.0487061,4.156350136,51.15752029,152.5870876,
20 06 2018 07:00,311.6975098,4.851089954,42.26343155,300.2423717,
20 06 2018 07:10,336.9247131,5.150257111,39.65406036,373.7888288,
20 06 2018 07:20,394.729187,5.212954044,33.53359985,390.0901615,
20 06 2018 07:30,461.0663147,5.606227875,32.75559998,500.0837267,
20 06 2018 07:40,319.4942932,4.859795094,36.23397827,302.2882071,
20 06 2018 07:50,380.9096069,5.185399055,60.13536072,382.8861763,
20 06 2018 08:00,772.5189819,6.832092762,61.76620865,942.1603049,
20 06 2018 08:10,554.1264038,5.990611076,58.61331177,621.8352056,
20 06 2018 08:20,887.3922729,6.860673904,60.37202072,954.4829163,
20 06 2018 08:30,712.7153931,6.389194012,54.39805984,763.3250383,
20 06 2018 08:40,438.7497864,5.626829147,47.23714066,506.2354014,
20 06 2018 08:50,568.6912231,5.903837204,35.51425934,593.0242108,
20 06 2018 09:00,422.2084045,5.265564919,37.69882965,404.0199722,
20 06 2018 09:10,513.883728,5.774084091,22.32331085,551.4105914,
20 06 2018 09:20,563.0725708,6.051723003,23.4409008,641.5756203,
20 06 2018 09:30,440.7872925,5.573193073,28.3456707,490.3037206,
20 06 2018 09:40,419.4453125,5.497681141,33.05704117,468.3330862,
20 06 2018 09:50,448.966095,5.550899982,29.2809391,483.7620696,
20 06 2018 10:00,689.0786133,6.337162018,27.75642014,743.7535954,
20 06 2018 10:10,886.8760986,6.884614944,30.37080956,964.8812247,
20 06 2018 10:20,1095.21106,7.281781197,34.21746826,1148.055081,
20 06 2018 10:30,1597.314941,8.528715134,27.35777092,1845.73053,
20 06 2018 10:40,1167.246948,7.522274971,31.06547928,1269.453109,
20 06 2018 10:50,1110.345947,7.324684143,27.94598007,1169.11722,
20 06 2018 11:00,1023.013,7.109410763,27.13849068,1066.01155,
20 06 2018 11:10,1600.077026,8.457675934,25.66455078,1801.959305,
20 06 2018 11:20,1367.458008,7.925845146,27.04150963,1487.821463,
20 06 2018 11:30,1289.21106,7.672608852,23.90413094,1348.46078,
20 06 2018 11:40,1243.055054,7.566353798,25.27899933,1292.313214,
20 06 2018 11:50,1250.583984,7.553781033,26.94411087,1285.766408,
20 06 2018 12:00,1486.22998,8.201016426,28.42976952,1647.125379,
20 06 2018 12:10,1378.687012,7.707462788,32.60815048,1367.189403,
20 06 2018 12:20,1517.162964,8.20027256,27.72915077,1646.684833,
20 06 2018 12:30,1723.490967,8.762281418,29.46157074,1992.016368,
20 06 2018 12:40,1569.204956,8.575258255,33.00399017,1874.601771,
20 06 2018 12:50,1990.277954,9.316468239,30.88570023,2349.670976,
20 06 2018 13:00,1770.738037,8.904378891,33.24958038,2082.539828,
20 06 2018 13:10,1293.270996,7.851754189,32.63356018,1446.279778,
20 06 2018 13:20,1011.674988,7.083543777,30.98236084,1054.044721,
20 06 2018 13:30,1263.858032,7.698273182,33.45870972,1362.236823,
20 06 2018 13:40,2068.795898,9.232309341,30.99537086,2294.697549,
20 06 2018 13:50,2765.037109,10.88121986,35.95426941,3228.872318,
20 06 2018 14:00,2614.112061,10.50739956,35.30083847,3069.308791,
20 06 2018 14:10,2391.01001,10.09321022,36.41592026,2848.708936,
20 06 2018 14:20,2322.60498,9.689353943,34.26531982,2583.320751,
20 06 2018 14:30,2926.531006,11.38613987,34.62612915,3392.39541,
20 06 2018 14:40,2962.644043,11.34877968,33.82601929,3382.171021,
20 06 2018 14:50,2975.782959,11.5455904,36.51831818,3432.883076,
20 06 2018 15:00,2690.793945,10.78501034,39.31977081,3191.134411,
20 06 2018 15:10,2606.562012,10.19377995,36.68503189,2906.821279,
20 06 2018 15:20,2415.922119,10.07742023,34.50341034,2839.307826,
20 06 2018 15:30,2326.836914,9.927934647,34.62849045,2746.473551,
20 06 2018 15:40,2183.985107,9.64574337,39.2591095,2551.414019,
20 06 2018 15:50,2351.154053,9.86036396,33.81320953,2702.178727,
20 06 2018 16:00,2029.453979,9.428982735,39.77397919,2423.378378,
20 06 2018 16:10,1609.265015,8.304224014,45.46200943,1708.726109,
20 06 2018 16:20,2041.024048,9.217731476,45.97957993,2285.192163,
20 06 2018 16:30,1806.347046,8.679285049,42.97047043,1939.647372,
20 06 2018 16:40,1843.165039,8.777283669,42.75101089,2001.524135,
20 06 2018 16:50,1630.592041,8.380125999,42.6567688,1754.6077,
20 06 2018 17:00,1395.166016,7.887104988,44.67609024,1466.024327,
20 06 2018 17:10,1507.775024,8.075666428,41.72200012,1573.620954,
20 06 2018 17:20,1396.831055,7.904001236,48.16942978,1475.510689,
20 06 2018 17:30,1388.727051,8.127934456,52.31832123,1604.088439,
20 06 2018 17:40,1082.229004,7.264419079,49.55369186,1139.605765,
20 06 2018 17:50,1215.812988,7.545168877,52.82213974,1281.294029,
20 06 2018 18:00,1053.069946,7.34047699,55.1543808,1176.936739,
20 06 2018 18:10,830.6781006,6.613204002,58.53055954,850.9884019,
20 06 2018 18:20,1087.708008,7.335323811,61.54692078,1174.381286,
20 06 2018 18:30,1600.383057,8.612996101,61.11965179,1898.11814,
20 06 2018 18:40,1633.077026,8.508172989,58.24108124,1833.035961,
20 06 2018 18:50,1420.526001,8.002589226,62.84843826,1531.479795,
20 06 2018 19:00,1586.29895,8.441052437,67.08000946,1791.770229,
20 06 2018 19:10,1644.963013,8.67028141,69.33400726,1933.990676,
20 06 2018 19:20,1138.620972,7.589008808,72.95890808,1304.162468,
20 06 2018 19:30,734.7200928,6.578880787,70.8618927,837.1931026,
20 06 2018 19:40,578.3134155,5.931406975,75.94146729,602.0914044,
20 06 2018 19:50,673.7871704,6.200434208,75.65696716,693.719354,
20 06 2018 20:00,830.8696899,7.062825203,75.42144012,1044.522885,
20 06 2018 20:10,1210.682007,7.892880917,75.71948242,1469.263653,
20 06 2018 20:20,1449.234985,8.377493858,70.70152283,1753.008766,
20 06 2018 20:30,1902.634033,9.226874352,66.90795898,2291.15307,
20 06 2018 20:40,1779.699951,8.983755112,70.22865295,2133.523765,
20 06 2018 20:50,1757.959961,8.939738274,70.80317688,2105.217435,
20 06 2018 21:00,1757.524048,8.89007473,69.0512085,2073.382131,
20 06 2018 21:10,2162.868896,9.866839409,73.12023926,2706.487892,
20 06 2018 21:20,2060.707031,9.571939468,73.06703949,2495.894782,
20 06 2018 21:30,2008.333008,9.456244469,72.93778992,2441.264708,
20 06 2018 21:40,1963.097046,9.377718925,73.00752258,2389.770656,
20 06 2018 21:50,1626.948975,8.596624374,72.07588196,1887.904555,
20 06 2018 22:00,1828.410034,9.025396347,69.64050293,2160.37568,
20 06 2018 22:10,1974.654053,9.289990425,67.70456696,2332.358522,
20 06 2018 22:20,2089.155029,9.544952393,69.3037262,2475.108691,
20 06 2018 22:30,2357.839111,10.14078045,70.84568787,2876.574295,
20 06 2018 22:40,2044.07605,9.413858414,69.85019684,2413.459302,
20 06 2018 22:50,2153.998047,9.784031868,71.50993347,2650.33982,
20 06 2018 23:00,2131.966064,9.647768021,74.37545013,2552.909985,
20 06 2018 23:10,2095.596924,9.729658127,75.42018127,2612.223953,
20 06 2018 23:20,1430.862061,8.128836632,75.66143036,1604.616649,
20 06 2018 23:30,955.6688843,7.132834911,80.01332092,1076.924494,
20 06 2018 23:40,851.2960815,6.807624817,76.81780243,931.6891805,
20 06 2018 23:50,1058.927979,7.514595985,77.18572235,1265.497232,
21 06 2018 00:00,927.201416,7.396421909,76.69513702,1204.928913,
21 06 2018 00:10,856.8629761,7.111044884,76.12848663,1066.770502,
21 06 2018 00:20,501.4746094,5.680435181,78.14360046,522.4342775,
21 06 2018 00:30,119.8019028,4.087964058,89.72460175,139.5057939,
21 06 2018 00:40,0,2.598212004,102.5516968,0,
21 06 2018 00:50,0,2.320449114,103.8235016,0,
21 06 2018 01:00,0,3.865705967,90.44541931,103.6583366,
21 06 2018 01:10,239.0821991,5.339907169,76.16988373,424.1034608,
21 06 2018 01:20,376.389801,5.619957924,73.04669952,504.1790917,
21 06 2018 01:30,243.1295013,5.158559799,78.0877533,375.9291264,
21 06 2018 01:40,157.8695984,4.195764065,85.1291275,160.2298641,
21 06 2018 01:50,0.9878634214,2.642837048,93.11730194,0,
21 06 2018 02:00,10.52381992,3.746427059,82.63284302,84.45793427,
21 06 2018 02:10,29.65613937,3.267951012,76.40409088,30.31825194,
21 06 2018 02:20,352.0584106,5.43265295,49.54959106,449.8333374,
21 06 2018 02:30,210.9960022,4.802944183,52.94868088,289.0243249,
21 06 2018 02:40,272.625,5.02107811,66.02522278,341.194725,
21 06 2018 02:50,429.5032959,5.977875233,74.26550293,617.5563238,
21 06 2018 03:00,496.3900146,6.244819164,76.09348297,709.7410781,
21 06 2018 03:10,741.8148193,6.754826069,74.76822662,909.3367639,
21 06 2018 03:20,906.2984009,7.251606941,70.93702698,1133.397848,
21 06 2018 03:30,723.6157837,6.809635162,73.21762085,932.5468105,
21 06 2018 03:40,381.642395,5.588149071,74.94862366,494.7186437,
21 06 2018 03:50,26.57111931,2.916416883,94.80066681,0,
21 06 2018 04:00,136.9741058,3.951724052,85.08757782,118.9174634,
21 06 2018 04:10,164.0052032,4.633132935,78.35945129,250.7237665,
21 06 2018 04:20,31.28245926,3.269414902,88.37844849,30.428028,
21 06 2018 04:30,0,2.107269049,100.8104019,0,
21 06 2018 04:40,0,3.752863884,79.02031708,85.43596651,
21 06 2018 04:50,9.957489014,2.619632959,92.63935852,0,
21 06 2018 05:00,0,2.110697031,96.93200684,0,
21 06 2018 05:10,0,2.70529294,81.26502228,0,
21 06 2018 05:20,0,3.366811037,58.77880096,38.50198014,
21 06 2018 05:30,0,2.356134892,49.31882095,0,
21 06 2018 05:40,0,3.234925985,74.72187805,27.93284902,
